Time_Stamp,ID,Extended,Bus,LEN,latitude,longitude,altitude,cabin_temperature,outdoor_temperature,slope,driver_id,route_id,soc_estimation,driver_behavior,estimated_charging_time,maintenance_info,PACK_Q_REMAINING_NOMINAL,PACK_Q_DESIGN,PACK_Q_FULL,motor_status,system_failure,charging_status,LV_Battery_rq,brake_malfunction,error_sounds,vehicle_ready,SoC,power_bar,gear_selector_st,close_lcd,PACK_V_SUM_OF_CELLS,PACK_V_EXT_LOAD,PACK_V_EXT_CHG,Balancing_Allowed,Balancing_Limit,Flags_Balancing_Active,Balancing_Balance_Setting_CMU1,Balancing_Balance_Setting_CMU2,c50001_LOAD,c50002_Charge,c50003_Pre_Charge,FLAGS_FULLY_CHARGED_LATCHED,FLAGS_LOAD_ACTIVE,FLAGS_CHARGER_ACTIVE,FLAGS_PRECHARGE_ACTIVE,FLAGS_CHARGE_REG_ACTIVE,FLAGS_FULLY_CHARGED,Dyn_Lim_I_In,Dyn_Lim_I_Out,Dyn_Lim_i2t_Remain,SOH,STATUS,IO_STATE_INPUT,IO_STATE_OUTPUT,B_WU_CAN,B_WU_IGN,CONTACTORS_ACTIVATE_CHARGE,CONTACTORS_ACTIVATE_COMBINED,CONTACTORS_ACTIVATE_LOAD,CONTACTORS_ACTIVATION_ALLOWED,CONTACTORS_CHARGER_ACTIVATED,CONTACTORS_EMERGENCY_OFF,CONTACTORS_ENABLED,CONTACTORS_LOAD_ACTIVATED,CONTACTORS_COMBINED_ACTIVATED,CONTACTORS_CONTACTOR_RETRIES,Charge_Voltage,Charge_Current,Charger_Enable,vehicle_speed,range,Throtle_Pedal,Odometer,Torque_Request,ControlWord,Torque_Traction_Limit,SEQ_Command1,CS_Command1,Torque_Regen_Limit,Speed_Limit_Forward,Speed_Limit_Reverse,SEQ_Command2,CS_Command2,DC_Link_Imax_Discharge,DC_Link_Imax_Recharge,DC_Link_Voltage_Target,SEQ_CurrentLimits,CS_CurrentLimits,Encoder_pos,Torque_Measured,Speed_Measured,DC_Link_Current,SEQ_Torque,CS_Torque,Torque_Available_Forward,Torque_Available_Reverse,InverterStatus,Torque_Limit_Code,SEQ_Status,CS_Status,Temperature_Remaining,MotorTemperature,DC_Link_Voltage,SEQ_Temp,CS_Temp,Mode_Control,Pre_charge_Status,high_beam_st,low_beam_st,percenatge_on,kmh_sign_status,right_indicator,left_indicator_st,hazard_feedback,park_brake_st,charging_plug_feedback,brightness_st,brake_oil_st,ignition_on,KL15_ON,R_position_selected,D_position_selected,N_position_selected,seat_belt_st,door_switch,overload_st,DCDC_Status,FaultCode,FaultData,SEQ_Fault,CS_Fault,Debug_Id_act,Debug_Iq_act,Debug_Id_ref,Debug_Iq_ref,Debug_Ud,Debug_Uq,Debug_Mod_Index,Debug_Torque_Control,Debug_Temps_Junction_0,Debug_Temps_Junction_1,Debug_Temps_Junction_2,Debug_Temps_Junction_3,Debug_Temps_Junction_4,Debug_Temps_Junction_5,Debug_Temps_Motor_Measured,Debug_Temps_Motor_Estimate,Debug_Temps_Cap_Estimate_Fast,Debug_Temps_Track,Debug_Temps_Cap_Estimate_Slow,Debug_Temps_Heatsink,Debug_Temps_Delta_Tj,Debug_Temps_Normalised,Debug_Temps_Coolant,Debug_Temps_Winding,Debug_max_flux,Debug_Iv_lim,Debug_Iq_max,Debug_Ls,PACK_Q_SOC_INTERNAL,PACK_Q_SOC_TRIMMED,PACK_Q_REMAINING_HI_RES,HALL_V_HALL_V_LO,HALL_V_HALL_V_HI,PACK_I_HALL,CMU1_Cell_1,CMU1_Cell_2,CMU1_Cell_3,CMU1_Cell_4,CMU1_Cell_5,CMU1_Cell_6,CMU1_Cell_7,CMU1_Cell_8,CMU1_Cell_9,CMU1_Cell_10,CMU1_Cell_11,CMU1_Cell_12,CMU2_Cell_1,CMU2_Cell_2,CMU2_Cell_3,CMU2_Cell_4,CMU2_Cell_5,CMU2_Cell_6,CMU2_Cell_7,CMU2_Cell_8,CMU2_Cell_9,CMU2_Cell_10,CMU2_Cell_11,CMU2_Cell_12,CELL_T_MIN_ID_CMU,CELL_T_MIN_ID_CELL,CELL_T_MAX_ID_CMU,CELL_T_MAX_ID_CELL,CELL_V_MIN_ID_CMU,CELL_V_MIN_ID_CELL,CELL_V_MAX_ID_CMU,CELL_V_MAX_ID_CELL,CELL_V_MIN_VAL,CELL_V_MAX_VAL,CELL_V_AVG,CELL_T_MIN_VAL,CELL_T_MAX_VAL,CRITICAL_SEVERITY,NORMAL_SEVERITY,LOW_SEVERITY,ACTIVE_COUNT,Total_Number_Errors,current_load_kg
2025-03-06 14:34:00,0x191071FA,True,can0,8,39.74749383333333,30.474855833333333,834.5,38.62,20.14,2,user1,t_0,Calculating,100,20 saat 24 dakika,['1000 km bakımı: Servise gidin.'],173.4,326.0,326.0,OFF,OFF,OFF,OFF,OFF,No error,ON,52,1,D_Posiiton,0,49.6,84.80000000000001,85.0,1,3350.0,1,0,0,1,0,0,0,1,0,0,1,0,260.0,326.0,711480,100.0,Active,51,0,1,0,0,0,1,1,0,0,1,1,0,1,54.8,35.0,Enable,18.5,77,0,1126.6,-14.0,5,75.0,0,0,-400.0,4700,-1100,0,0,326,-250,0.0,0,0,17939.926177978516,-14.0,1587,-46,0,41,67.375,-67.375,Enabled,2,0,9,48,54,49.625,0,131,Load_Mode,Not_PreCharge,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,Night mode,OFF,ON,ON,Not pressed,Pressed,Not pressed,OFF,OFF,OFF,0,No Fault,0,89,89,33.1875,-20.9375,30.6875,-21.5625,0.375,5.75,0.28515625,-2.0,46,46,46,46,46,46,54,0,55,48,39,41,5,255,0,0,0,0,0,0.0,52.25,50.72,1703,2674.0,5096.1,45.5,3295.3,3299.5,3299.5,3299.1000000000004,3299.6000000000004,3304.4,3299.4,3298.9,3298.8,3293.0,0.1,55.1,3300.2000000000003,3301.8,3300.1000000000004,3299.6000000000004,3297.9,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0,2,0,3,1,10,1,6,3293.0,3304.4,3299.1000000000004,10,11,0,0,0,0,0,602
2025-03-06 14:34:01,0x1918FF71,True,can0,8,39.7474935,30.474856166666665,834.4,38.62,20.14,2,user1,t_0,Calculating,100,20 saat 24 dakika,['1000 km bakımı: Servise gidin.'],173.4,326.0,326.0,OFF,OFF,OFF,OFF,OFF,No error,ON,52,1,D_Posiiton,0,49.6,86.30000000000001,86.5,1,3350.0,1,0,0,1,0,0,0,1,0,0,1,0,260.0,326.0,711480,100.0,Active,51,0,1,0,0,0,1,1,0,0,1,1,0,1,54.8,35.0,Enable,18.5,77,0,1126.6,-14.0,5,75.0,0,0,-400.0,4700,-1100,0,0,326,-250,0.0,0,0,0.0156097412109375,-14.0,1587,-46,224,224,68.0,-68.0,Enabled,2,223,230,51,50,49.5,223,95,Load_Mode,Not_PreCharge,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,Night mode,OFF,ON,ON,Not pressed,Pressed,Not pressed,OFF,OFF,OFF,0,No Fault,0,23,23,22.0625,-0.0625,21.8125,-21.5625,0.4375,5.75,0.01953125,-2.0,38,39,39,39,38,38,50,0,42,43,38,38,1,255,0,0,0,0,0,0.0,53.17,51.67,1734,2518.2000000000003,5096.400000000001,7.4,3299.8,3304.8,3304.6000000000004,3305.0,3305.4,3304.2000000000003,3303.8,3303.9,3304.0,3298.3,0.1,55.1,3304.5,3306.2000000000003,3305.0,3305.1000000000004,3303.2000000000003,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0,2,0,2,1,10,2,2,3298.3,3306.2000000000003,3303.8,10,10,0,0,0,0,0,935
2025-03-06 14:34:02,0x1919FF71,True,can0,8,39.747493166666665,30.474856166666665,834.3,38.73,20.14,2,user1,t_0,Calculating,100,20 saat 7 dakika,['1000 km bakımı: Servise gidin.'],173.4,326.0,326.0,OFF,OFF,OFF,OFF,OFF,No error,ON,52,1,D_Posiiton,0,49.6,86.7,86.5,1,3350.0,1,0,0,1,0,0,0,1,0,0,1,0,260.0,326.0,711480,100.0,Active,51,0,1,0,0,0,1,1,0,0,1,1,0,1,54.8,35.0,Enable,18.5,77,0,1126.6,-14.0,5,75.0,0,0,-400.0,4700,-1100,0,0,326,-250,0.0,0,0,0.0156097412109375,-14.0,1587,-46,227,227,68.0,-68.0,Enabled,2,227,234,51,50,49.5,226,98,Load_Mode,Not_PreCharge,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,Night mode,OFF,ON,ON,Not pressed,Pressed,Not pressed,OFF,OFF,OFF,0,No Fault,0,24,24,21.9375,-20.9375,21.8125,-21.5625,0.4375,5.75,0.01953125,-2.0,46,46,46,46,46,46,54,0,55,48,39,41,5,255,0,0,0,0,0,0.0,53.17,51.67,1734,2518.6000000000004,5096.6,7.5,3299.7000000000003,3304.7000000000003,3304.6000000000004,3304.9,3305.4,3304.3,3303.8,3303.7000000000003,3304.0,3298.3,0.1,55.1,3304.3,3306.1000000000004,3304.9,3304.9,3303.1000000000004,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0,2,0,2,1,10,2,2,3298.3,3306.1000000000004,3303.7000000000003,10,10,0,0,0,0,0,1360
2025-03-06 14:34:03,0x191CFF71,True,can0,8,39.74749283333333,30.4748565,834.2,38.73,20.19,2,user1,t_0,Calculating,100,19 saat 6 dakika,['1000 km bakımı: Servise gidin.'],173.3,326.0,326.0,OFF,OFF,OFF,OFF,OFF,No error,ON,52,1,D_Posiiton,0,49.6,90.4,90.3,1,3350.0,1,0,0,1,0,0,0,1,0,0,1,0,260.0,326.0,711480,100.0,Active,51,0,1,0,0,0,1,1,0,0,1,1,0,1,54.8,35.0,Enable,18.5,77,0,1126.6,-14.0,5,75.0,0,0,-400.0,4700,-1100,0,0,326,-250,0.0,0,0,0.003875732421875,-14.0,1587,-46,174,174,68.0,-68.0,Enabled,2,174,181,51,50,49.5,174,46,Load_Mode,Not_PreCharge,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,Night mode,OFF,ON,ON,Not pressed,Pressed,Not pressed,OFF,OFF,OFF,0,No Fault,0,34,34,21.6875,-0.0625,21.8125,-21.5625,0.4375,5.75,0.0234375,-2.0,38,39,39,39,38,38,50,0,42,43,38,38,1,255,0,0,0,0,0,0.0,53.17,51.67,1733,2520.0,5097.0,7.9,3299.7000000000003,3304.8,3304.7000000000003,3304.9,3305.4,3304.3,3303.7000000000003,3303.7000000000003,3304.1000000000004,3298.2000000000003,0.1,55.1,3304.4,3306.3,3305.0,3304.9,3303.1000000000004,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0,2,0,2,1,10,2,2,3298.2000000000003,3306.3,3303.8,10,10,0,0,0,0,0,770
2025-03-06 14:34:04,0x1919FF71,True,can0,8,39.7474925,30.47485633333333,834.2,35.82,20.19,2,user1,t_0,Calculating,100,19 saat 21 dakika,['1000 km bakımı: Servise gidin.'],173.3,326.0,326.0,OFF,OFF,OFF,OFF,OFF,No error,ON,52,1,D_Posiiton,0,49.6,92.7,92.5,1,3350.0,1,0,0,1,0,0,0,1,0,0,1,0,260.0,326.0,711480,100.0,Active,51,0,1,0,0,0,1,1,0,0,1,1,0,1,54.8,35.0,Enable,18.5,77,0,1126.6,-14.0,5,75.0,0,0,-400.0,4700,-1100,0,0,326,-250,0.0,0,0,17939.926177978516,-14.0,1587,-46,41,41,68.0,-68.0,Enabled,2,41,48,51,50,49.5,40,168,Load_Mode,Not_PreCharge,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,Night mode,OFF,ON,ON,Not pressed,Pressed,Not pressed,OFF,OFF,OFF,0,No Fault,0,40,40,20.875,-20.9375,21.8125,-21.5625,0.5,5.75,0.0234375,-2.0,38,39,39,40,38,38,50,0,42,43,38,38,1,255,0,0,0,0,0,0.0,53.17,51.67,1733,2519.7000000000003,5096.5,7.800000000000001,3299.7000000000003,3304.8,3304.6000000000004,3304.9,3305.5,3304.3,3303.9,3303.9,3304.1000000000004,3298.5,0.1,55.1,3304.5,3306.5,3305.0,3305.0,3303.1000000000004,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0,2,0,2,1,10,2,2,3298.5,3306.5,3303.8,10,10,0,0,0,0,0,606
2025-03-06 14:34:05,0x1919FF71,True,can0,8,39.74749216666667,30.47485633333333,834.1,35.82,20.19,2,user1,t_0,Calculating,100,19 saat 36 dakika,['1000 km bakımı: Servise gidin.'],173.3,326.0,326.0,OFF,OFF,OFF,OFF,OFF,No error,ON,52,1,D_Posiiton,0,49.6,94.5,94.3,1,3350.0,1,0,0,1,0,0,0,1,0,0,1,0,260.0,326.0,711480,100.0,Active,51,0,1,0,0,0,1,1,0,0,1,1,0,1,54.8,35.0,Enable,18.5,77,0,1126.6,-14.0,5,75.0,0,0,-400.0,4700,-1100,0,0,326,-250,0.0,0,0,-0.00750732421875,-14.0,1587,-46,141,141,68.0,-68.0,Enabled,2,141,148,51,50,49.5,140,12,Load_Mode,Not_PreCharge,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,Night mode,OFF,ON,ON,Not pressed,Pressed,Not pressed,OFF,OFF,OFF,0,No Fault,0,45,45,21.3125,-20.9375,21.8125,-21.5625,0.4375,5.75,0.0234375,-2.0,38,39,39,40,38,38,50,0,42,43,38,38,1,255,0,0,0,0,0,0.0,53.17,51.67,1733,2519.6000000000004,5096.5,7.7,3299.7000000000003,3304.9,3304.8,3305.0,3305.4,3304.3,3303.9,3304.0,3304.2000000000003,3298.4,0.1,55.1,3304.5,3306.3,3305.0,3304.9,3303.2000000000003,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0,2,0,2,1,10,2,2,3298.4,3306.3,3303.9,10,10,0,0,0,0,0,571
2025-03-06 14:34:06,0x1919FF71,True,can0,8,39.747491833333335,30.47485633333333,834.1,38.86,20.19,2,user1,t_0,Calculating,100,25 saat 38 dakika,['1000 km bakımı: Servise gidin.'],173.3,326.0,326.0,OFF,OFF,OFF,OFF,OFF,No error,ON,52,2,D_Posiiton,0,49.5,96.4,96.2,1,3350.0,1,0,0,1,0,0,0,1,0,0,1,0,260.0,326.0,711480,100.0,Active,51,0,1,0,0,0,1,1,0,0,1,1,0,1,54.8,35.0,Enable,18.5,77,0,1126.6,8.0,5,75.0,0,0,-400.0,4700,-1100,0,0,326,-250,0.0,0,0,0.1000518798828125,8.0,4,6,241,123,68.0,-68.0,Enabled,2,241,248,51,50,49.5,240,112,Load_Mode,Not_PreCharge,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,Night mode,OFF,ON,ON,Not pressed,Pressed,Not pressed,OFF,OFF,OFF,0,No Fault,0,50,50,48.5,77.625,48.4375,77.6875,0.25,0.875,0.046875,6.0,39,39,39,39,39,39,50,0,42,43,38,38,1,255,0,0,0,0,0,0.0,53.17,51.67,1733,2512.3,5096.3,5.9,3299.0,3304.1000000000004,3304.0,3304.2000000000003,3304.6000000000004,3303.4,3303.0,3303.1000000000004,3303.5,3297.7000000000003,0.1,55.1,3303.8,3305.5,3304.4,3304.4,3302.4,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0,2,0,2,1,10,2,2,3297.7000000000003,3305.5,3303.1000000000004,10,10,0,0,0,0,0,1200
2025-03-06 14:34:07,0x1919FF71,True,can0,8,39.7474915,30.47485633333333,834.1,38.86,20.19,2,user1,t_0,Calculating,100,False,['1000 km bakımı: Servise gidin.'],173.3,326.0,326.0,OFF,OFF,OFF,OFF,OFF,No error,ON,52,2,D_Posiiton,0,49.5,98.2,98.0,1,3350.0,1,0,0,1,0,0,0,1,0,0,1,0,260.0,326.0,711480,100.0,Active,51,0,1,0,0,0,1,1,0,0,1,1,0,1,54.8,35.0,Enable,1.0,77,0,1126.6,17.0,5,75.0,0,0,-400.0,4700,-1100,0,0,326,-250,0.0,0,0,1.509613037109375,17.0,91,17,85,210,68.0,-68.0,Enabled,2,85,92,51,50,49.4375,84,211,Load_Mode,Not_PreCharge,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,Night mode,OFF,ON,ON,Not pressed,Pressed,Not pressed,OFF,OFF,OFF,0,No Fault,0,55,55,78.25,111.4375,77.75,111.1875,0.5625,1.25,0.06640625,15.0,41,42,42,42,41,41,50,0,42,43,38,38,3,255,0,0,0,0,0,0.0,53.17,51.67,1733,2481.8,5096.3,-1.5,3296.0,3300.8,3300.6000000000004,3301.1000000000004,3301.3,3299.5,3299.6000000000004,3299.7000000000003,3299.9,3294.6000000000004,0.1,55.1,3300.9,3302.3,3301.0,3301.2000000000003,3299.2000000000003,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0,2,0,2,1,10,2,2,3294.6000000000004,3302.3,3299.8,10,10,0,0,0,0,0,520
2025-03-06 14:34:08,0x191271FA,True,can0,8,39.747490166666665,30.474856666666668,834.0,39.03,20.19,4,user1,t_0,Calculating,100,False,['1000 km bakımı: Servise gidin.'],173.3,326.0,326.0,OFF,OFF,OFF,OFF,OFF,No error,ON,52,2,D_Posiiton,0,49.5,100.1,99.9,1,3350.0,1,0,0,1,0,0,0,1,0,0,1,0,260.0,326.0,711480,100.0,Active,51,0,1,0,0,0,1,1,0,0,1,1,0,1,54.8,35.0,Enable,2.5,77,0,1126.6,17.0,5,75.0,0,0,-400.0,4700,-1100,0,0,326,-250,0.0,0,0,6.86639404296875,17.0,223,22,184,190,68.0,-68.0,Enabled,2,184,191,51,50,49.3125,184,53,Load_Mode,Not_PreCharge,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,Night mode,OFF,ON,ON,Not pressed,Pressed,Not pressed,OFF,OFF,OFF,0,No Fault,0,60,60,81.0625,119.0625,82.375,118.0,0.1875,2.4375,0.12109375,17.0,44,44,44,44,43,43,50,0,43,43,38,38,5,255,0,0,0,0,0,0.0,53.16,51.66,1733,2459.0,5097.1,-7.2,3293.6000000000004,3298.1000000000004,3297.3,3298.1000000000004,3298.5,3296.3,3296.9,3296.6000000000004,3296.5,3291.6000000000004,0.1,55.1,3298.5,3299.5,3297.8,3298.1000000000004,3296.6000000000004,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0,2,0,2,1,10,2,2,3291.6000000000004,3299.5,3296.9,10,10,0,0,0,0,0,1114
2025-03-06 14:34:09,0x1919FF71,True,can0,8,39.7474855,30.474856666666668,833.9,39.03,20.23,4,user1,t_0,Calculating,100,False,['1000 km bakımı: Servise gidin.'],173.3,326.0,326.0,OFF,OFF,OFF,OFF,OFF,No error,ON,52,2,D_Posiiton,0,49.400000000000006,101.9,101.7,1,3350.0,1,0,0,1,0,0,0,1,0,0,1,0,260.0,326.0,711480,100.0,Active,51,0,1,0,0,0,1,1,0,0,1,1,0,1,54.8,35.0,Enable,3.5,77,0,1126.6,18.0,5,75.0,0,0,-400.0,4700,-1100,0,0,326,-250,0.0,0,0,16.569259643554688,18.0,353,29,29,189,68.0,-68.0,Enabled,2,29,36,51,50,49.3125,28,153,Load_Mode,Not_PreCharge,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,Night mode,OFF,ON,ON,Not pressed,Pressed,Not pressed,OFF,OFF,OFF,0,No Fault,0,65,65,82.5,117.6875,82.375,117.0625,0.125,3.0,0.1484375,17.0,45,45,45,45,44,44,49,0,43,44,38,38,6,255,0,0,0,0,0,0.0,53.16,51.66,1733,2445.3,5096.6,-10.5,3290.6000000000004,3295.4,3295.4,3295.7000000000003,3296.5,3292.7000000000003,3294.1000000000004,3294.0,3294.6000000000004,3289.0,0.1,55.1,3296.1000000000004,3297.2000000000003,3296.1000000000004,3296.0,3294.8,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0,2,0,2,1,10,2,2,3289.0,3297.2000000000003,3294.5,10,10,0,0,0,0,0,621
